Trial,Strategy,PF,WR,Sharpe,Score,Params
111,RSI_ADX_CHOP,25.19,79.47,340.074,421.591,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 12.096550756777928, 'adx_max': 23.673671102156018, 'chop_max': 57.581247781467084, 'rsi_os': 29.885345582528963, 'rsi_ob': 78.13758056821295, 'sl_atr': 3.1, 'tp_atr': 1.0, 'max_bars_hold': 37}"
112,RSI_ADX_CHOP,25.2,84.18,248.465,330.483,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.957608448336483, 'adx_max': 23.971986539198436, 'chop_max': 59.13413743856497, 'rsi_os': 29.340164477041096, 'rsi_ob': 77.4833546110859, 'sl_atr': 3.3, 'tp_atr': 0.8, 'max_bars_hold': 41}"
113,RSI_ADX_CHOP,0.96,71.89,39.723,47.792,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 12.090519267691997, 'adx_max': 23.174389657465547, 'chop_max': 56.47069282221166, 'rsi_os': 30.318768906098832, 'rsi_ob': 78.73914599301092, 'sl_atr': 2.8, 'tp_atr': 1.1, 'max_bars_hold': 49}"
114,RSI_ADX_CHOP,1.58,83.3,626.166,637.236,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.946882818608072, 'adx_max': 23.356649673682472, 'chop_max': 58.06883233596853, 'rsi_os': 29.805023956367158, 'rsi_ob': 79.26736256584672, 'sl_atr': 3.8, 'tp_atr': 1.5, 'max_bars_hold': 45}"
115,RSI_ADX_CHOP,1.43,73.93,219.452,229.135,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.753290545588206, 'adx_max': 21.901333281045403, 'chop_max': 57.946385401841674, 'rsi_os': 31.484009380584304, 'rsi_ob': 79.19045461406904, 'sl_atr': 3.1, 'tp_atr': 1.6, 'max_bars_hold': 44}"
116,RSI_ADX_CHOP,1.36,74.62,959.203,968.745,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.62596423438589, 'adx_max': 22.937880994159947, 'chop_max': 56.79071366129865, 'rsi_os': 29.73689903023138, 'rsi_ob': 77.75184163261085, 'sl_atr': 3.8, 'tp_atr': 1.7, 'max_bars_hold': 42}"
117,RSI_ADX_CHOP,1.02,67.12,748.575,756.347,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.286337418978526, 'adx_max': 22.809258743574, 'chop_max': 56.52267107600097, 'rsi_os': 29.669222235364742, 'rsi_ob': 79.32855993900972, 'sl_atr': 2.5, 'tp_atr': 1.4, 'max_bars_hold': 39}"
120,RSI_ADX_CHOP,1.02,67.89,-0.005,7.844,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.136635400216361, 'adx_max': 24.056524045234568, 'chop_max': 56.58495149970151, 'rsi_os': 30.696564540503285, 'rsi_ob': 77.54168078748906, 'sl_atr': 2.6, 'tp_atr': 1.4, 'max_bars_hold': 43}"
121,RSI_ADX_CHOP,1.69,74.48,22.57,33.088,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 12.469556029401257, 'adx_max': 22.799011167277786, 'chop_max': 56.85412309346854, 'rsi_os': 29.94296994464269, 'rsi_ob': 79.97477149671057, 'sl_atr': 3.8, 'tp_atr': 1.7, 'max_bars_hold': 40}"
122,RSI_ADX_CHOP,25.4,82.06,643.754,726.16,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.650637168942, 'adx_max': 22.433349090516842, 'chop_max': 55.90483883001752, 'rsi_os': 29.44242707291532, 'rsi_ob': 77.91973803782273, 'sl_atr': 4.0, 'tp_atr': 1.2, 'max_bars_hold': 45}"
123,RSI_ADX_CHOP,25.41,82.06,643.677,726.113,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.7010972835952, 'adx_max': 22.392271004892173, 'chop_max': 57.97836863190141, 'rsi_os': 29.320943455580363, 'rsi_ob': 77.89566302501234, 'sl_atr': 4.1, 'tp_atr': 1.2, 'max_bars_hold': 48}"
124,RSI_ADX_CHOP,49.82,86.67,16.723,172.85,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.664822691078019, 'adx_max': 21.459932091673945, 'chop_max': 55.10667502831004, 'rsi_os': 31.283068951745076, 'rsi_ob': 77.9291493850362, 'sl_atr': 4.2, 'tp_atr': 1.2, 'max_bars_hold': 49}"
125,RSI_ADX_CHOP,0.98,69.85,0.374,8.299,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.234460153105942, 'adx_max': 22.01843399959389, 'chop_max': 55.91863662957313, 'rsi_os': 29.56456460841582, 'rsi_ob': 64.55451880587934, 'sl_atr': 4.1, 'tp_atr': 1.4, 'max_bars_hold': 46}"
126,TREND_SCALP,0.79,61.26,-0.538,5.958,"{'strategy_type': 'TREND_SCALP', 'use_candle_color': True, 'regime': 'trend', 'use_sweep': True, 'sweep_lookback': 50, 'use_poc': False, 'sl_atr': 3.7, 'tp_atr': 1.9, 'max_bars_hold': 36}"
127,MACD_REV,0.77,69.61,-1.437,5.834,"{'strategy_type': 'MACD_REV', 'chop_thresh': 55.01831066744846, 'sweep_lookback': 50, 'sl_atr': 3.8, 'tp_atr': 1.6, 'max_bars_hold': 56}"
128,RSI_ADX_CHOP,0.72,69.94,-1.245,5.909,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.990478604128029, 'adx_max': 22.519753826907312, 'chop_max': 57.90507490419976, 'rsi_os': 27.70769497241573, 'rsi_ob': 79.30023837342408, 'sl_atr': 2.4, 'tp_atr': 1.1, 'max_bars_hold': 51}"
129,RSI_ADX_CHOP,25.44,76.39,22.943,104.902,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.331540706961885, 'adx_max': 21.769050559869363, 'chop_max': 55.57211888982266, 'rsi_os': 28.42453429825884, 'rsi_ob': 76.37636299955784, 'sl_atr': 4.5, 'tp_atr': 1.3, 'max_bars_hold': 38}"
130,RSI_ADX_CHOP,0.89,73.47,-1.245,6.772,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.423177671415548, 'adx_max': 34.74227459924937, 'chop_max': 53.1094346264489, 'rsi_os': 29.160199624997233, 'rsi_ob': 77.45632580367135, 'sl_atr': 4.0, 'tp_atr': 1.5, 'max_bars_hold': 48}"
131,RSI_ADX_CHOP,1.14,79.97,10.664,20.081,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.956337027038867, 'adx_max': 22.943488160220692, 'chop_max': 57.06526271658606, 'rsi_os': 30.138585572527017, 'rsi_ob': 77.93225752785628, 'sl_atr': 4.0, 'tp_atr': 1.2, 'max_bars_hold': 44}"
132,RSI_ADX_CHOP,1.4,85.53,397.581,408.334,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.199847358864124, 'adx_max': 23.79959114266597, 'chop_max': 58.13354648091949, 'rsi_os': 29.321226775443755, 'rsi_ob': 78.94835779871994, 'sl_atr': 4.2, 'tp_atr': 1.1, 'max_bars_hold': 42}"
135,RSI_ADX_CHOP,0.76,66.71,-0.507,6.444,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.705630318165827, 'adx_max': 23.043009494382265, 'chop_max': 59.071397356373254, 'rsi_os': 29.08790902625754, 'rsi_ob': 61.26096457335187, 'sl_atr': 3.0, 'tp_atr': 1.4, 'max_bars_hold': 34}"
137,RSI_ADX_CHOP,25.24,81.95,347.103,429.018,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 17.102077724312277, 'adx_max': 23.58732569810118, 'chop_max': 60.135191248408105, 'rsi_os': 28.275374160485526, 'rsi_ob': 76.79172655960971, 'sl_atr': 3.4, 'tp_atr': 1.0, 'max_bars_hold': 59}"
138,RSI_ADX_CHOP,25.3,70.83,37.226,118.209,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.178276209878966, 'adx_max': 22.136379972974094, 'chop_max': 58.12247338030394, 'rsi_os': 29.74284268410475, 'rsi_ob': 75.63479213001038, 'sl_atr': 4.1, 'tp_atr': 1.6, 'max_bars_hold': 48}"
139,RSI_ADX_CHOP,25.92,82.14,18.522,102.496,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.317111827605387, 'adx_max': 22.48210934573557, 'chop_max': 57.6517538134336, 'rsi_os': 30.26337008778307, 'rsi_ob': 77.32833088840526, 'sl_atr': 4.4, 'tp_atr': 1.2, 'max_bars_hold': 37}"
141,RSI_ADX_CHOP,25.33,84.38,444.791,527.219,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 12.586221090349888, 'adx_max': 23.39580224799428, 'chop_max': 58.89890628898191, 'rsi_os': 29.626444761361977, 'rsi_ob': 78.56600459163714, 'sl_atr': 3.4, 'tp_atr': 0.9, 'max_bars_hold': 46}"
142,RSI_ADX_CHOP,27.31,86.53,441.988,530.571,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.096354140259972, 'adx_max': 22.807886266155403, 'chop_max': 59.26948286320439, 'rsi_os': 29.548107266270463, 'rsi_ob': 78.4080425491007, 'sl_atr': 3.6, 'tp_atr': 0.9, 'max_bars_hold': 50}"
144,RSI_ADX_CHOP,0.74,68.16,-0.08,6.956,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 12.634416696532732, 'adx_max': 22.83179341203982, 'chop_max': 60.62566026312007, 'rsi_os': 27.917145148488846, 'rsi_ob': 78.03780652915084, 'sl_atr': 3.3, 'tp_atr': 1.5, 'max_bars_hold': 53}"
145,RSI_ADX_CHOP,25.98,91.05,122.701,207.746,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.362289536435469, 'adx_max': 24.36744095944845, 'chop_max': 59.871074567153556, 'rsi_os': 28.489901205101926, 'rsi_ob': 79.22430189076829, 'sl_atr': 3.6, 'tp_atr': 0.6, 'max_bars_hold': 49}"
146,RSI_ADX_CHOP,25.3,84.11,235.732,318.043,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.68881842720172, 'adx_max': 23.441398830694972, 'chop_max': 59.26055631333768, 'rsi_os': 30.171161320796884, 'rsi_ob': 77.77466254992527, 'sl_atr': 3.4, 'tp_atr': 0.9, 'max_bars_hold': 46}"
147,RSI_ADX_CHOP,1.21,81.05,13.104,22.839,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.841893834808523, 'adx_max': 22.72161757332186, 'chop_max': 58.27046669308492, 'rsi_os': 31.109740068563898, 'rsi_ob': 79.95785316852273, 'sl_atr': 3.6, 'tp_atr': 1.2, 'max_bars_hold': 50}"
148,RSI_ADX_CHOP,1.44,80.68,14.157,24.545,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.642941231764288, 'adx_max': 23.825047406971784, 'chop_max': 57.3430001998518, 'rsi_os': 30.52089393791151, 'rsi_ob': 79.50865365575991, 'sl_atr': 3.7, 'tp_atr': 1.4, 'max_bars_hold': 45}"
150,CAPITULATION,1.46,78.69,210.912,221.161,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07653880019722359, 'b_upper': 0.9617276753992792, 'b_trigger_l': 0.13303423491642108, 'b_trigger_s': 0.8483945805290136, 'vol_mult': 1.8615254591699413, 'atr_mult': 2.091644955154905, 'sl_atr': 2.8, 'tp_atr': 0.7, 'max_bars_hold': 47}"
151,RSI_ADX_CHOP,25.9,91.16,376.777,461.593,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.236088974772066, 'adx_max': 23.150613271112157, 'chop_max': 59.61791752588017, 'rsi_os': 29.259654615882816, 'rsi_ob': 78.51743911530797, 'sl_atr': 3.9, 'tp_atr': 0.8, 'max_bars_hold': 41}"
153,RSI_ADX_CHOP,1.08,68.89,466.919,475.048,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 12.691409395714212, 'adx_max': 23.01596499438333, 'chop_max': 58.434317044690836, 'rsi_os': 29.59058743181901, 'rsi_ob': 78.43545320639065, 'sl_atr': 2.5, 'tp_atr': 1.2, 'max_bars_hold': 39}"
154,RSI_ADX_CHOP,0.72,66.2,15.786,22.566,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 7.420147039838478, 'adx_max': 22.07039026179676, 'chop_max': 57.83476679691199, 'rsi_os': 37.4953444604835, 'rsi_ob': 78.26499477486074, 'sl_atr': 2.7, 'tp_atr': 1.3, 'max_bars_hold': 39}"
155,RSI_ADX_CHOP,0.89,62.76,-1.417,5.529,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 12.805164076708781, 'adx_max': 29.860897177770163, 'chop_max': 50.923790872514175, 'rsi_os': 29.651535096327578, 'rsi_ob': 68.8952310533799, 'sl_atr': 2.5, 'tp_atr': 1.7, 'max_bars_hold': 52}"
156,RSI_ADX_CHOP,0.68,74.25,386.552,394.017,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.56414698355177, 'adx_max': 23.415456210245928, 'chop_max': 58.42975993898753, 'rsi_os': 28.45401060649961, 'rsi_ob': 76.51360342541314, 'sl_atr': 3.2, 'tp_atr': 1.1, 'max_bars_hold': 45}"
157,MACD_REV,1.55,69.65,88.563,120.178,"{'strategy_type': 'MACD_REV', 'chop_thresh': 64.85457147589987, 'sweep_lookback': 23, 'sl_atr': 2.2, 'tp_atr': 1.5, 'max_bars_hold': 48}"
158,RSI_ADX_CHOP,0.95,60.58,688.812,695.72,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.048771031222582, 'adx_max': 22.97576097977592, 'chop_max': 56.999678473357086, 'rsi_os': 29.813699047569095, 'rsi_ob': 77.20794613001422, 'sl_atr': 1.6, 'tp_atr': 1.3, 'max_bars_hold': 36}"
159,RSI_ADX_CHOP,0.88,55.3,-0.869,5.301,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.098779626738535, 'adx_max': 24.052498017825478, 'chop_max': 56.90262166954943, 'rsi_os': 30.030508615661237, 'rsi_ob': 77.22164241020387, 'sl_atr': 1.4, 'tp_atr': 1.4, 'max_bars_hold': 35}"
160,RSI_ADX_CHOP,0.84,61.78,-0.895,5.803,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.402949456640492, 'adx_max': 22.59587579231633, 'chop_max': 55.668127193656915, 'rsi_os': 27.318932924277142, 'rsi_ob': 76.08609893465976, 'sl_atr': 1.7, 'tp_atr': 1.0, 'max_bars_hold': 37}"
162,RSI_ADX_CHOP,0.92,68.69,523.453,531.082,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.179963464849738, 'adx_max': 23.131551551127753, 'chop_max': 56.05329629423146, 'rsi_os': 28.963902021006053, 'rsi_ob': 78.5777227858097, 'sl_atr': 3.5, 'tp_atr': 1.3, 'max_bars_hold': 38}"
163,RSI_ADX_CHOP,1.32,75.24,414.903,424.387,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.180631712353764, 'adx_max': 23.685555566548583, 'chop_max': 56.261032978117775, 'rsi_os': 28.78432956270188, 'rsi_ob': 79.10651157072249, 'sl_atr': 3.5, 'tp_atr': 1.7, 'max_bars_hold': 44}"
165,RSI_ADX_CHOP,1.53,76.81,21.31,31.581,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.17742786895811, 'adx_max': 22.23337130366179, 'chop_max': 57.32454126831104, 'rsi_os': 30.448657572088834, 'rsi_ob': 66.71138555849478, 'sl_atr': 3.8, 'tp_atr': 1.3, 'max_bars_hold': 41}"
166,RSI_ADX_CHOP,1.04,71.13,622.897,631.13,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 12.319077050808973, 'adx_max': 23.3542467367488, 'chop_max': 54.68786891540346, 'rsi_os': 29.161935362146536, 'rsi_ob': 78.70308999638695, 'sl_atr': 3.4, 'tp_atr': 1.5, 'max_bars_hold': 46}"
167,RSI_ADX_CHOP,1.1,73.27,41.911,50.538,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 12.454530700476, 'adx_max': 22.65657845635379, 'chop_max': 54.632809519642, 'rsi_os': 29.963414706352147, 'rsi_ob': 78.88473297952234, 'sl_atr': 3.4, 'tp_atr': 1.5, 'max_bars_hold': 46}"
168,RSI_ADX_CHOP,25.33,80.28,444.737,526.755,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.488848391111182, 'adx_max': 23.217839965572285, 'chop_max': 59.91847364190316, 'rsi_os': 29.240971815477792, 'rsi_ob': 78.0800019657484, 'sl_atr': 3.5, 'tp_atr': 0.9, 'max_bars_hold': 43}"
170,RSI_ADX_CHOP,3.49,78.16,0.557,16.843,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 7.963171247584807, 'adx_max': 22.895663723923125, 'chop_max': 55.210363768107406, 'rsi_os': 31.01617915506017, 'rsi_ob': 77.17986271452186, 'sl_atr': 3.6, 'tp_atr': 1.3, 'max_bars_hold': 33}"
171,RSI_ADX_CHOP,25.34,81.04,444.737,526.861,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.767948662772119, 'adx_max': 23.350050993254925, 'chop_max': 60.13310963187071, 'rsi_os': 29.207364790133443, 'rsi_ob': 78.1721186014872, 'sl_atr': 3.5, 'tp_atr': 0.9, 'max_bars_hold': 43}"
172,RSI_ADX_CHOP,25.26,82.27,512.708,594.715,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 13.845611230697536, 'adx_max': 23.36733425819121, 'chop_max': 60.270740619509176, 'rsi_os': 29.287959970030588, 'rsi_ob': 79.96407531352163, 'sl_atr': 3.4, 'tp_atr': 1.0, 'max_bars_hold': 50}"
173,RSI_ADX_CHOP,1.01,78.72,587.384,596.286,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 11.520159803809522, 'adx_max': 22.377854379036744, 'chop_max': 60.59036533955584, 'rsi_os': 29.939816418546208, 'rsi_ob': 79.7475366449491, 'sl_atr': 3.4, 'tp_atr': 1.1, 'max_bars_hold': 51}"
174,RSI_ADX_CHOP,0.77,72.47,587.002,594.559,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 11.367118520356533, 'adx_max': 22.388237922945006, 'chop_max': 60.53539635237106, 'rsi_os': 28.574691713416822, 'rsi_ob': 79.95209398130096, 'sl_atr': 3.0, 'tp_atr': 1.1, 'max_bars_hold': 54}"
175,RSI_ADX_CHOP,0.99,75.43,586.993,595.506,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 11.333803851328907, 'adx_max': 22.338541971084705, 'chop_max': 60.47763525080688, 'rsi_os': 30.067402697881278, 'rsi_ob': 79.99640239561452, 'sl_atr': 3.0, 'tp_atr': 1.1, 'max_bars_hold': 53}"
177,RSI_ADX_CHOP,0.87,64.53,542.129,549.192,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 11.476035249066655, 'adx_max': 22.313465982559865, 'chop_max': 62.15472032427211, 'rsi_os': 30.41577451818431, 'rsi_ob': 79.61890674975558, 'sl_atr': 2.8, 'tp_atr': 1.6, 'max_bars_hold': 58}"
178,RSI_ADX_CHOP,1.1,71.77,174.894,183.371,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 11.626887184463136, 'adx_max': 22.325520541482724, 'chop_max': 62.59181516460869, 'rsi_os': 30.67274294419133, 'rsi_ob': 79.60176360332929, 'sl_atr': 3.0, 'tp_atr': 1.5, 'max_bars_hold': 61}"
179,RSI_ADX_CHOP,1.2,74.1,19.366,28.376,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 10.955786414288516, 'adx_max': 21.83842520260765, 'chop_max': 61.749679125182126, 'rsi_os': 31.67260470752654, 'rsi_ob': 79.32795672725123, 'sl_atr': 2.8, 'tp_atr': 1.6, 'max_bars_hold': 58}"
180,RSI_ADX_CHOP,0.9,76.09,418.795,427.104,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 11.425174765806519, 'adx_max': 22.366587260416694, 'chop_max': 60.885481989560425, 'rsi_os': 30.47921271151225, 'rsi_ob': 79.92216172397431, 'sl_atr': 3.0, 'tp_atr': 1.1, 'max_bars_hold': 55}"
181,RSI_ADX_CHOP,0.76,65.59,37.235,44.074,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 11.073078937886025, 'adx_max': 22.083952689410165, 'chop_max': 63.567552657032735, 'rsi_os': 30.003461420062376, 'rsi_ob': 79.57368885023875, 'sl_atr': 3.2, 'tp_atr': 1.3, 'max_bars_hold': 64}"
182,RSI_ADX_CHOP,1.06,72.44,791.095,799.519,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.756204148090378, 'adx_max': 22.522482769344315, 'chop_max': 60.27461260277467, 'rsi_os': 29.10573457085094, 'rsi_ob': 79.20263483893537, 'sl_atr': 2.9, 'tp_atr': 1.4, 'max_bars_hold': 52}"
184,RSI_ADX_CHOP,25.56,78.12,857.255,939.747,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.461145161215253, 'adx_max': 22.326375631049082, 'chop_max': 62.055009025099785, 'rsi_os': 29.30519255711792, 'rsi_ob': 79.64547773471567, 'sl_atr': 3.1, 'tp_atr': 1.5, 'max_bars_hold': 56}"
188,RSI_ADX_CHOP,0.8,60.24,-0.447,5.977,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 9.917425805878754, 'adx_max': 22.13311877573694, 'chop_max': 62.812490487548274, 'rsi_os': 29.90661658571327, 'rsi_ob': 79.09435520480177, 'sl_atr': 2.9, 'tp_atr': 1.8, 'max_bars_hold': 53}"
190,RSI_ADX_CHOP,0.78,72.92,-1.04,6.592,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.584894618560794, 'adx_max': 22.623563945041937, 'chop_max': 60.20562925595892, 'rsi_os': 30.32720346211304, 'rsi_ob': 79.96453293493072, 'sl_atr': 3.1, 'tp_atr': 1.1, 'max_bars_hold': 56}"
191,RSI_ADX_CHOP,0.82,69.7,790.235,797.665,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 12.023603685727233, 'adx_max': 22.360637987217558, 'chop_max': 61.23680548959084, 'rsi_os': 28.607300378719206, 'rsi_ob': 79.47513494617522, 'sl_atr': 3.2, 'tp_atr': 1.4, 'max_bars_hold': 51}"
192,RSI_ADX_CHOP,0.88,70.98,790.256,797.994,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.848818780164223, 'adx_max': 22.370941164522733, 'chop_max': 61.3393700952038, 'rsi_os': 29.153488385135763, 'rsi_ob': 79.46662104126968, 'sl_atr': 3.3, 'tp_atr': 1.4, 'max_bars_hold': 53}"
193,RSI_ADX_CHOP,0.86,72.09,790.256,798.045,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.71295941517627, 'adx_max': 22.783861374140795, 'chop_max': 61.53131256698978, 'rsi_os': 28.63890255233254, 'rsi_ob': 79.35900548554216, 'sl_atr': 3.3, 'tp_atr': 1.4, 'max_bars_hold': 53}"
194,RSI_ADX_CHOP,0.71,68.75,747.807,754.812,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.821642309615303, 'adx_max': 22.874282669839182, 'chop_max': 61.36593241151245, 'rsi_os': 28.66642159983954, 'rsi_ob': 79.33055525133231, 'sl_atr': 3.3, 'tp_atr': 1.4, 'max_bars_hold': 52}"
195,RSI_ADX_CHOP,25.21,74.25,790.059,871.114,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.98764292022621, 'adx_max': 22.707762933755884, 'chop_max': 61.40819796323741, 'rsi_os': 28.52706109291363, 'rsi_ob': 79.38614787112499, 'sl_atr': 3.3, 'tp_atr': 1.4, 'max_bars_hold': 53}"
196,RSI_ADX_CHOP,25.19,73.2,41.859,122.749,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.123065674753875, 'adx_max': 22.76290196085441, 'chop_max': 61.43819394670706, 'rsi_os': 28.152458275895782, 'rsi_ob': 79.44411135502347, 'sl_atr': 3.3, 'tp_atr': 1.4, 'max_bars_hold': 52}"
199,RSI_ADX_CHOP,0.68,69.79,-0.675,6.344,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.856930036151045, 'adx_max': 22.925254489788212, 'chop_max': 61.691071390241916, 'rsi_os': 27.656066980039004, 'rsi_ob': 79.41143191405413, 'sl_atr': 3.3, 'tp_atr': 1.3, 'max_bars_hold': 49}"
201,RSI_ADX_CHOP,0.98,72.16,790.649,798.805,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.817659147350145, 'adx_max': 22.530655227223424, 'chop_max': 60.624328648565275, 'rsi_os': 28.483159509002757, 'rsi_ob': 79.95168474756358, 'sl_atr': 3.1, 'tp_atr': 1.4, 'max_bars_hold': 54}"
202,RSI_ADX_CHOP,1.05,72.03,857.48,865.833,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.915351635488634, 'adx_max': 22.55239772579428, 'chop_max': 62.14686478949871, 'rsi_os': 29.26445049017505, 'rsi_ob': 79.48853420722841, 'sl_atr': 3.1, 'tp_atr': 1.5, 'max_bars_hold': 55}"
203,RSI_ADX_CHOP,0.84,69.03,857.262,864.685,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.867081327454, 'adx_max': 22.601217333720246, 'chop_max': 62.4845871629687, 'rsi_os': 28.3857350972478, 'rsi_ob': 79.36323623728026, 'sl_atr': 3.1, 'tp_atr': 1.5, 'max_bars_hold': 56}"
204,RSI_ADX_CHOP,0.84,69.03,857.262,864.685,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.855237204822144, 'adx_max': 22.597327270868295, 'chop_max': 63.11699797535675, 'rsi_os': 28.201881682480856, 'rsi_ob': 79.24584711455962, 'sl_atr': 3.1, 'tp_atr': 1.5, 'max_bars_hold': 55}"
205,RSI_ADX_CHOP,0.92,66.78,993.853,1001.291,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.865896236686387, 'adx_max': 22.721064482613446, 'chop_max': 62.57564030347321, 'rsi_os': 28.187398223589025, 'rsi_ob': 78.8463712274504, 'sl_atr': 3.1, 'tp_atr': 1.7, 'max_bars_hold': 56}"
206,RSI_ADX_CHOP,1.07,66.67,65.343,73.22,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.858382784773518, 'adx_max': 22.671261620792254, 'chop_max': 63.40310632978105, 'rsi_os': 28.085337327991542, 'rsi_ob': 79.28079769168252, 'sl_atr': 3.1, 'tp_atr': 1.9, 'max_bars_hold': 56}"
207,RSI_ADX_CHOP,1.15,70.0,55.777,64.227,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.60546581233624, 'adx_max': 22.68017632702164, 'chop_max': 62.327894217306984, 'rsi_os': 27.44433116057316, 'rsi_ob': 78.96210197955652, 'sl_atr': 3.1, 'tp_atr': 1.7, 'max_bars_hold': 60}"
208,RSI_ADX_CHOP,0.66,65.0,810.556,817.036,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.881191065786096, 'adx_max': 22.941800641743345, 'chop_max': 63.25731910666447, 'rsi_os': 28.551350319631993, 'rsi_ob': 79.36819322188342, 'sl_atr': 3.2, 'tp_atr': 1.5, 'max_bars_hold': 55}"
209,RSI_ADX_CHOP,0.85,63.02,1128.98,1135.832,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.057526122752389, 'adx_max': 22.93560681960054, 'chop_max': 63.15530970967012, 'rsi_os': 28.460911835309634, 'rsi_ob': 78.69977299928892, 'sl_atr': 3.2, 'tp_atr': 2.0, 'max_bars_hold': 55}"
