Trial,Strategy,PF,WR,Sharpe,Score,Params
257,CAPITULATION,2.26,55.83,139.865,150.228,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.009001120210273543, 'b_upper': 0.9230744054769706, 'b_trigger_l': 0.18960031805210914, 'b_trigger_s': 0.8329411483001126, 'vol_mult': 2.7384295616886876, 'atr_mult': 2.405197436881005, 'sl_atr': 5.3, 'tp_atr': 4.2, 'max_bars_hold': 93}"
258,CAPITULATION,31.06,70.0,148.221,246.401,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.003906502049665326, 'b_upper': 0.9140969891868035, 'b_trigger_l': 0.18123607146327717, 'b_trigger_s': 0.8392173548659508, 'vol_mult': 2.670004121734313, 'atr_mult': 2.996278292699769, 'sl_atr': 5.1, 'tp_atr': 4.4, 'max_bars_hold': 96}"
259,CAPITULATION,32.92,70.62,144.834,248.656,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0034839951803251877, 'b_upper': 0.9138879603276767, 'b_trigger_l': 0.1815156801569239, 'b_trigger_s': 0.8388171051594152, 'vol_mult': 2.67787978114332, 'atr_mult': 2.9895294347120474, 'sl_atr': 5.2, 'tp_atr': 4.3, 'max_bars_hold': 99}"
260,CAPITULATION,2.53,59.11,1.461,12.962,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0036354060032755273, 'b_upper': 0.9132655294332769, 'b_trigger_l': 0.183189971975607, 'b_trigger_s': 0.83979880446417, 'vol_mult': 1.3685798776578615, 'atr_mult': 2.9745554055075965, 'sl_atr': 5.1, 'tp_atr': 4.4, 'max_bars_hold': 100}"
261,CAPITULATION,25.91,68.12,136.342,218.884,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.001468555794426699, 'b_upper': 0.9156861140039032, 'b_trigger_l': 0.1855565220197764, 'b_trigger_s': 0.835767181767007, 'vol_mult': 2.661000555851938, 'atr_mult': 2.9706622584732445, 'sl_atr': 5.0, 'tp_atr': 4.1, 'max_bars_hold': 98}"
262,CAPITULATION,40.63,73.75,130.287,257.552,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.007051286894412997, 'b_upper': 0.9142123621572453, 'b_trigger_l': 0.1911712155614542, 'b_trigger_s': 0.8385157766835593, 'vol_mult': 2.688266103600481, 'atr_mult': 2.997769780818269, 'sl_atr': 4.8, 'tp_atr': 3.9, 'max_bars_hold': 96}"
263,CAPITULATION,33.46,74.38,126.315,232.133,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.012221119664526166, 'b_upper': 0.9142828393079275, 'b_trigger_l': 0.1896329455385117, 'b_trigger_s': 0.8380545439287035, 'vol_mult': 2.6979120362266165, 'atr_mult': 2.9916299710562955, 'sl_atr': 5.0, 'tp_atr': 3.8, 'max_bars_hold': 97}"
264,CAPITULATION,26.04,68.12,122.13,205.062,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0072717290436811206, 'b_upper': 0.9115666451866058, 'b_trigger_l': 0.1820931045159868, 'b_trigger_s': 0.8409659168480371, 'vol_mult': 2.672724568045097, 'atr_mult': 2.9417469303428847, 'sl_atr': 4.8, 'tp_atr': 3.7, 'max_bars_hold': 99}"
266,CAPITULATION,29.11,67.5,133.451,225.531,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.003435798602108473, 'b_upper': 0.9167252046131475, 'b_trigger_l': 0.18744397078628694, 'b_trigger_s': 0.8378858468227544, 'vol_mult': 2.758267148497877, 'atr_mult': 2.9950809049737486, 'sl_atr': 5.2, 'tp_atr': 4.0, 'max_bars_hold': 96}"
267,CAPITULATION,33.6,73.75,140.948,247.123,"{'strategy_type': 'CAPITULATION', 'b_lower': 1.194716848004285e-05, 'b_upper': 0.9093863609757409, 'b_trigger_l': 0.19169032650543524, 'b_trigger_s': 0.840548097943399, 'vol_mult': 2.723232192394703, 'atr_mult': 2.999322063466917, 'sl_atr': 5.1, 'tp_atr': 4.2, 'max_bars_hold': 95}"
268,CAPITULATION,62.34,74.38,116.093,308.551,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00013933533046345346, 'b_upper': 0.9060310991953051, 'b_trigger_l': 0.1918926817184387, 'b_trigger_s': 0.8444807457402596, 'vol_mult': 2.7264560308893024, 'atr_mult': 2.9947778918409407, 'sl_atr': 4.9, 'tp_atr': 3.5, 'max_bars_hold': 99}"
269,CAPITULATION,64.2,74.38,123.3,321.338,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0016551268298680092, 'b_upper': 0.9057285636161048, 'b_trigger_l': 0.19190769782907854, 'b_trigger_s': 0.8437524102568743, 'vol_mult': 2.716618859997006, 'atr_mult': 2.9945932567720446, 'sl_atr': 4.9, 'tp_atr': 3.7, 'max_bars_hold': 99}"
270,CAPITULATION,43.8,73.75,119.566,256.341,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0013113823489424527, 'b_upper': 0.9078416775768223, 'b_trigger_l': 0.19082753489683246, 'b_trigger_s': 0.8450004459800197, 'vol_mult': 2.7217500719118597, 'atr_mult': 2.9993448707491113, 'sl_atr': 4.8, 'tp_atr': 3.6, 'max_bars_hold': 100}"
272,CAPITULATION,47.88,71.67,123.37,272.177,"{'strategy_type': 'CAPITULATION', 'b_lower': 4.6056325136438654e-05, 'b_upper': 0.9000911298956245, 'b_trigger_l': 0.192445443273133, 'b_trigger_s': 0.8455044602005687, 'vol_mult': 2.7339099758476704, 'atr_mult': 2.995449365931802, 'sl_atr': 4.7, 'tp_atr': 3.7, 'max_bars_hold': 99}"
273,CAPITULATION,29.56,72.29,119.153,213.062,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0003474038440989271, 'b_upper': 0.9006907849803867, 'b_trigger_l': 0.19262069801323037, 'b_trigger_s': 0.8491105509951622, 'vol_mult': 2.7590543294235594, 'atr_mult': 2.992464337587578, 'sl_atr': 4.7, 'tp_atr': 3.6, 'max_bars_hold': 98}"
274,CAPITULATION,35.47,72.29,108.833,220.472,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0012526386949566989, 'b_upper': 0.9043934233736292, 'b_trigger_l': 0.19294021140904533, 'b_trigger_s': 0.8441569916338607, 'vol_mult': 2.7290718104011673, 'atr_mult': 2.991440100699819, 'sl_atr': 4.6, 'tp_atr': 3.3, 'max_bars_hold': 100}"
275,CAPITULATION,35.56,70.95,112.106,223.881,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0004832711983699849, 'b_upper': 0.9085032733821383, 'b_trigger_l': 0.19386617471610634, 'b_trigger_s': 0.8415764324359126, 'vol_mult': 2.769052298802145, 'atr_mult': 2.9997263939047736, 'sl_atr': 4.7, 'tp_atr': 3.4, 'max_bars_hold': 100}"
276,CAPITULATION,1.12,52.77,113.969,120.606,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.005187865053943577, 'b_upper': 0.9023728859832401, 'b_trigger_l': 0.19111264912035159, 'b_trigger_s': 0.8459375111824812, 'vol_mult': 2.7037948520565087, 'atr_mult': 2.513829520865807, 'sl_atr': 4.8, 'tp_atr': 3.5, 'max_bars_hold': 99}"
278,CAPITULATION,25.74,65.0,125.325,207.045,"{'strategy_type': 'CAPITULATION', 'b_lower': 9.606699823249201e-05, 'b_upper': 0.9455529433652833, 'b_trigger_l': 0.1873060705414694, 'b_trigger_s': 0.8418570108555312, 'vol_mult': 2.7359370729193677, 'atr_mult': 2.9635285497969948, 'sl_atr': 4.8, 'tp_atr': 3.8, 'max_bars_hold': 98}"
279,CAPITULATION,33.89,71.67,122.786,229.623,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.011039875928670919, 'b_upper': 0.9098265693232802, 'b_trigger_l': 0.1953553232981283, 'b_trigger_s': 0.8475381001213261, 'vol_mult': 2.782021370961117, 'atr_mult': 2.998135476349691, 'sl_atr': 5.0, 'tp_atr': 3.7, 'max_bars_hold': 96}"
280,CAPITULATION,14.84,65.62,119.38,168.462,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.003787620287252578, 'b_upper': 0.9061400934734172, 'b_trigger_l': 0.19135332733437144, 'b_trigger_s': 0.9066795958525901, 'vol_mult': 2.7020743361675903, 'atr_mult': 2.997955093690592, 'sl_atr': 4.9, 'tp_atr': 3.6, 'max_bars_hold': 98}"
281,CAPITULATION,25.74,67.5,121.792,203.762,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0072668814539475265, 'b_upper': 0.9099877471174384, 'b_trigger_l': 0.19393987223320286, 'b_trigger_s': 0.8401729860031687, 'vol_mult': 2.8339344859806443, 'atr_mult': 2.9569157299842592, 'sl_atr': 4.5, 'tp_atr': 3.7, 'max_bars_hold': 100}"
282,CAPITULATION,25.8,68.12,121.572,203.784,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.01972411119533128, 'b_upper': 0.9121318964723104, 'b_trigger_l': 0.19601465175644026, 'b_trigger_s': 0.8503923056318886, 'vol_mult': 2.75672710355399, 'atr_mult': 2.963144797094607, 'sl_atr': 4.9, 'tp_atr': 3.7, 'max_bars_hold': 96}"
284,CAPITULATION,29.48,70.95,111.664,205.199,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.009071333158337655, 'b_upper': 0.9039857820446373, 'b_trigger_l': 0.18890104587446954, 'b_trigger_s': 0.8395362128164638, 'vol_mult': 2.787494650929711, 'atr_mult': 2.9973678945275783, 'sl_atr': 4.9, 'tp_atr': 3.4, 'max_bars_hold': 97}"
285,CAPITULATION,25.73,68.12,107.444,189.446,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.002589207115139427, 'b_upper': 0.9008899383235666, 'b_trigger_l': 0.1916738725243268, 'b_trigger_s': 0.8366104180595585, 'vol_mult': 2.733616651960679, 'atr_mult': 2.954264659672935, 'sl_atr': 5.1, 'tp_atr': 3.3, 'max_bars_hold': 99}"
286,CAPITULATION,26.03,70.0,129.043,212.133,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.005967043659588632, 'b_upper': 0.9273520405615284, 'b_trigger_l': 0.19582376887920916, 'b_trigger_s': 0.8432246695499509, 'vol_mult': 2.7087340140014584, 'atr_mult': 2.9571140353317538, 'sl_atr': 4.6, 'tp_atr': 3.9, 'max_bars_hold': 97}"
287,CAPITULATION,25.68,65.0,125.099,206.639,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.003862311303769445, 'b_upper': 0.909281833045241, 'b_trigger_l': 0.188631936318232, 'b_trigger_s': 0.846415427041868, 'vol_mult': 2.781386617095044, 'atr_mult': 2.9138919856201033, 'sl_atr': 5.0, 'tp_atr': 3.8, 'max_bars_hold': 96}"
288,CAPITULATION,27.63,66.78,133.549,221.117,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0001446562827339716, 'b_upper': 0.9134320332763507, 'b_trigger_l': 0.18527413115647304, 'b_trigger_s': 0.840576742259914, 'vol_mult': 2.8376580794513235, 'atr_mult': 2.9994166779616536, 'sl_atr': 5.0, 'tp_atr': 4.0, 'max_bars_hold': 95}"
290,CAPITULATION,29.7,73.34,115.19,209.624,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06868604712353264, 'b_upper': 0.9060362843723797, 'b_trigger_l': 0.1922839919028678, 'b_trigger_s': 0.8361208172736565, 'vol_mult': 2.745189797369342, 'atr_mult': 2.9991643713091762, 'sl_atr': 5.2, 'tp_atr': 3.5, 'max_bars_hold': 97}"
291,CAPITULATION,8.31,68.33,5.865,35.628,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0022497672475138364, 'b_upper': 0.9536128228837498, 'b_trigger_l': 0.19666520648965324, 'b_trigger_s': 0.8437917884024115, 'vol_mult': 1.8797293666781913, 'atr_mult': 2.938820813432951, 'sl_atr': 5.1, 'tp_atr': 4.2, 'max_bars_hold': 94}"
292,CAPITULATION,25.74,64.06,103.949,185.575,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.006031211087323971, 'b_upper': 0.9111694258311915, 'b_trigger_l': 0.19065571356879413, 'b_trigger_s': 0.8385105327494272, 'vol_mult': 2.669078335278023, 'atr_mult': 2.958773413373065, 'sl_atr': 2.5, 'tp_atr': 3.2, 'max_bars_hold': 52}"
293,CAPITULATION,25.64,67.08,0.366,81.994,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.008232187315151903, 'b_upper': 0.9156617994334639, 'b_trigger_l': 0.19444710520893768, 'b_trigger_s': 0.8415658959999849, 'vol_mult': 2.875805544271109, 'atr_mult': 2.924251353553605, 'sl_atr': 5.1, 'tp_atr': 3.8, 'max_bars_hold': 45}"
294,CAPITULATION,12.74,63.66,130.402,172.988,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.004304260722677299, 'b_upper': 0.9083118198458963, 'b_trigger_l': 0.18756353554738167, 'b_trigger_s': 0.9493139614443313, 'vol_mult': 2.7050893408965413, 'atr_mult': 2.9993470108037745, 'sl_atr': 4.9, 'tp_atr': 3.9, 'max_bars_hold': 98}"
295,CAPITULATION,25.81,70.62,135.962,218.454,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.001998608510435794, 'b_upper': 0.9116780402321044, 'b_trigger_l': 0.18473299146758912, 'b_trigger_s': 0.8478494145544708, 'vol_mult': 2.787856879351776, 'atr_mult': 2.9594349389218744, 'sl_atr': 5.2, 'tp_atr': 4.1, 'max_bars_hold': 94}"
297,CAPITULATION,25.45,60.42,2.924,83.316,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00458106591294915, 'b_upper': 0.9209519885984611, 'b_trigger_l': 0.19783863562234866, 'b_trigger_s': 0.8361169241524451, 'vol_mult': 2.7388898921734905, 'atr_mult': 2.8952924716355612, 'sl_atr': 5.0, 'tp_atr': 3.6, 'max_bars_hold': 23}"
298,CAPITULATION,25.67,67.5,132.226,213.986,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.014441046771855787, 'b_upper': 0.9138715370685646, 'b_trigger_l': 0.19225762998445112, 'b_trigger_s': 0.84426435779435, 'vol_mult': 2.8080233348403216, 'atr_mult': 2.959290639681932, 'sl_atr': 5.3, 'tp_atr': 4.0, 'max_bars_hold': 95}"
299,CAPITULATION,26.03,70.79,143.588,226.757,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.037331374715658144, 'b_upper': 0.9175557637381667, 'b_trigger_l': 0.18923334858744703, 'b_trigger_s': 0.8522320742282076, 'vol_mult': 2.660874790527785, 'atr_mult': 2.917284626275481, 'sl_atr': 5.2, 'tp_atr': 4.3, 'max_bars_hold': 98}"
300,CAPITULATION,25.94,70.62,2.459,85.341,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.006810933868787483, 'b_upper': 0.9099886024983219, 'b_trigger_l': 0.1942500254918317, 'b_trigger_s': 0.8339794538279989, 'vol_mult': 2.694117036592882, 'atr_mult': 2.9629423591627475, 'sl_atr': 5.1, 'tp_atr': 7.4, 'max_bars_hold': 96}"
301,CAPITULATION,25.75,70.0,136.038,218.288,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.010448097856632303, 'b_upper': 0.9238499531537439, 'b_trigger_l': 0.18157960020935646, 'b_trigger_s': 0.8395271466480007, 'vol_mult': 2.7573291543729495, 'atr_mult': 2.9164586006030966, 'sl_atr': 5.0, 'tp_atr': 4.1, 'max_bars_hold': 94}"
302,CAPITULATION,25.72,65.0,143.495,225.155,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0018721751838422932, 'b_upper': 0.9152647275609057, 'b_trigger_l': 0.18522662055076403, 'b_trigger_s': 0.8408221298213118, 'vol_mult': 2.828324753830875, 'atr_mult': 2.961758833415683, 'sl_atr': 4.6, 'tp_atr': 4.3, 'max_bars_hold': 97}"
304,CAPITULATION,1.74,61.21,1.87,11.211,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0035393653523427228, 'b_upper': 0.9037731491044643, 'b_trigger_l': 0.10834159500908155, 'b_trigger_s': 0.8375793055218105, 'vol_mult': 2.2163299223139727, 'atr_mult': 2.9324417748197087, 'sl_atr': 5.3, 'tp_atr': 3.9, 'max_bars_hold': 94}"
305,CAPITULATION,44.34,58.75,125.671,262.566,"{'strategy_type': 'CAPITULATION', 'b_lower': 6.662735852720064e-05, 'b_upper': 0.9129618653020707, 'b_trigger_l': 0.19057975735945615, 'b_trigger_s': 0.8451483071151911, 'vol_mult': 2.719034570317722, 'atr_mult': 2.99908197727203, 'sl_atr': 1.5, 'tp_atr': 3.7, 'max_bars_hold': 100}"
306,CAPITULATION,25.71,47.71,126.637,206.538,"{'strategy_type': 'CAPITULATION', 'b_lower': 6.058686726113471e-05, 'b_upper': 0.9055846733384195, 'b_trigger_l': 0.19655355755468445, 'b_trigger_s': 0.8489404374122627, 'vol_mult': 2.736280657076935, 'atr_mult': 2.997289023006849, 'sl_atr': 1.1, 'tp_atr': 3.7, 'max_bars_hold': 100}"
307,CAPITULATION,1.73,53.12,1.515,10.017,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0013772736929731438, 'b_upper': 0.9121078182044564, 'b_trigger_l': 0.09080282070485647, 'b_trigger_s': 0.8457386785910219, 'vol_mult': 2.652446112769545, 'atr_mult': 2.9700039684591846, 'sl_atr': 1.6, 'tp_atr': 3.5, 'max_bars_hold': 100}"
308,CAPITULATION,29.59,65.95,125.641,219.006,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.002605546386346095, 'b_upper': 0.9074465491717089, 'b_trigger_l': 0.19297553134318737, 'b_trigger_s': 0.844460023026022, 'vol_mult': 2.786796786943636, 'atr_mult': 2.999897866380692, 'sl_atr': 1.6, 'tp_atr': 3.7, 'max_bars_hold': 98}"
309,CAPITULATION,25.98,65.62,2.449,84.951,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.008421121153206009, 'b_upper': 0.9136105342660431, 'b_trigger_l': 0.18737418343141884, 'b_trigger_s': 0.8504436466384888, 'vol_mult': 2.759218353066063, 'atr_mult': 2.878177321714243, 'sl_atr': 4.3, 'tp_atr': 6.3, 'max_bars_hold': 96}"
310,CAPITULATION,25.74,67.5,0.969,82.939,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.005833244283672832, 'b_upper': 0.9099021180938106, 'b_trigger_l': 0.19747661867638644, 'b_trigger_s': 0.834722959757385, 'vol_mult': 2.8538099675527344, 'atr_mult': 2.964659562467988, 'sl_atr': 4.8, 'tp_atr': 4.0, 'max_bars_hold': 100}"
311,CAPITULATION,25.96,53.61,144.84,226.081,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.05745415899172157, 'b_upper': 0.9148206119047918, 'b_trigger_l': 0.18366495883924075, 'b_trigger_s': 0.842468665455481, 'vol_mult': 2.7142449790172196, 'atr_mult': 2.9060153721203346, 'sl_atr': 1.3, 'tp_atr': 4.2, 'max_bars_hold': 97}"
312,CAPITULATION,32.68,67.08,121.962,224.71,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0003880153325066351, 'b_upper': 0.9569126695322171, 'b_trigger_l': 0.19121184189356547, 'b_trigger_s': 0.8551703019582818, 'vol_mult': 2.6788981073697133, 'atr_mult': 2.996970754862315, 'sl_atr': 1.6, 'tp_atr': 3.6, 'max_bars_hold': 98}"
313,CAPITULATION,30.65,59.17,129.758,225.625,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.046006389990028075, 'b_upper': 0.9398565440899875, 'b_trigger_l': 0.1942948275134871, 'b_trigger_s': 0.9262603444168858, 'vol_mult': 2.807407381164553, 'atr_mult': 2.9999919381815086, 'sl_atr': 1.5, 'tp_atr': 3.8, 'max_bars_hold': 95}"
314,CAPITULATION,25.95,66.37,138.774,221.261,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0033942973887674983, 'b_upper': 0.9197252830105216, 'b_trigger_l': 0.1879731106644704, 'b_trigger_s': 0.8469553270039698, 'vol_mult': 2.64538780544452, 'atr_mult': 2.934380463448765, 'sl_atr': 1.9, 'tp_atr': 4.1, 'max_bars_hold': 56}"
316,CAPITULATION,25.63,67.2,92.753,174.363,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0019832568462094203, 'b_upper': 0.9081919313095131, 'b_trigger_l': 0.1997818257827056, 'b_trigger_s': 0.8429169252895936, 'vol_mult': 2.734632421323797, 'atr_mult': 2.9597087099646693, 'sl_atr': 4.7, 'tp_atr': 2.9, 'max_bars_hold': 98}"
317,CAPITULATION,0.95,50.56,2.764,8.67,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00697339629773383, 'b_upper': 0.9118912515838269, 'b_trigger_l': 0.1808026447064515, 'b_trigger_s': 0.8383117596193185, 'vol_mult': 2.7777033382013117, 'atr_mult': 2.0759565574056285, 'sl_atr': 4.9, 'tp_atr': 4.2, 'max_bars_hold': 94}"
318,CAPITULATION,11.93,61.13,144.984,184.887,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0001114955466227838, 'b_upper': 0.9158229264472858, 'b_trigger_l': 0.1902556218646182, 'b_trigger_s': 0.9389330914366742, 'vol_mult': 2.692564721584887, 'atr_mult': 2.8947395227356343, 'sl_atr': 3.6, 'tp_atr': 4.3, 'max_bars_hold': 99}"
319,CAPITULATION,29.44,68.2,0.667,93.807,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.004785668463478322, 'b_upper': 0.9294148008275572, 'b_trigger_l': 0.19505871303762679, 'b_trigger_s': 0.83375688275666, 'vol_mult': 2.9129855566985374, 'atr_mult': 2.9995255970260217, 'sl_atr': 5.3, 'tp_atr': 4.0, 'max_bars_hold': 69}"
321,CAPITULATION,25.72,64.06,143.331,224.897,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00941972272494588, 'b_upper': 0.9014658320089888, 'b_trigger_l': 0.1872606021836164, 'b_trigger_s': 0.8418098040650104, 'vol_mult': 2.7449287965012816, 'atr_mult': 2.9412383035383938, 'sl_atr': 5.0, 'tp_atr': 4.3, 'max_bars_hold': 96}"
322,CAPITULATION,25.8,67.5,111.57,193.72,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.003680807592435261, 'b_upper': 0.9041072053760311, 'b_trigger_l': 0.19275246517349093, 'b_trigger_s': 0.8464231020322046, 'vol_mult': 2.8199295861110323, 'atr_mult': 2.9612672433282548, 'sl_atr': 2.7, 'tp_atr': 3.4, 'max_bars_hold': 100}"
323,CAPITULATION,26.06,63.43,120.056,202.579,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.002326193016397862, 'b_upper': 0.9504195577484081, 'b_trigger_l': 0.18430254025886575, 'b_trigger_s': 0.8369864182252406, 'vol_mult': 2.6706141924546194, 'atr_mult': 2.859022974578501, 'sl_atr': 1.8, 'tp_atr': 3.6, 'max_bars_hold': 91}"
324,CAPITULATION,10.13,64.44,132.462,167.296,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.006465516540354321, 'b_upper': 0.9122606440035125, 'b_trigger_l': 0.12007901488558162, 'b_trigger_s': 0.8385061624204925, 'vol_mult': 2.7206217187220383, 'atr_mult': 2.9232966919031185, 'sl_atr': 5.2, 'tp_atr': 4.0, 'max_bars_hold': 95}"
325,CAPITULATION,31.11,69.17,1.003,99.25,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.012371655471876585, 'b_upper': 0.9095391624966441, 'b_trigger_l': 0.1974941974370203, 'b_trigger_s': 0.8432643961787878, 'vol_mult': 2.8619691577836797, 'atr_mult': 2.999139490939682, 'sl_atr': 4.8, 'tp_atr': 4.4, 'max_bars_hold': 59}"
326,CAPITULATION,25.88,74.38,139.629,222.707,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.005038406531615951, 'b_upper': 0.9057378241392934, 'b_trigger_l': 0.19016271760801418, 'b_trigger_s': 0.8495088980071904, 'vol_mult': 2.775005006023533, 'atr_mult': 2.9661109653784825, 'sl_atr': 5.3, 'tp_atr': 4.2, 'max_bars_hold': 93}"
327,CAPITULATION,7.86,60.42,125.276,152.898,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0016355384953154234, 'b_upper': 0.9209866225615648, 'b_trigger_l': 0.14833721944990833, 'b_trigger_s': 0.8347931546155061, 'vol_mult': 2.6331404273708388, 'atr_mult': 2.905029372911456, 'sl_atr': 5.1, 'tp_atr': 3.8, 'max_bars_hold': 97}"
329,CAPITULATION,25.94,68.12,143.78,226.412,"{'strategy_type': 'CAPITULATION', 'b_lower': 3.30460298725915e-05, 'b_upper': 0.9135425193326846, 'b_trigger_l': 0.18033497340701876, 'b_trigger_s': 0.8412553662912378, 'vol_mult': 2.7024504694611657, 'atr_mult': 2.965998850908455, 'sl_atr': 4.9, 'tp_atr': 4.3, 'max_bars_hold': 100}"
330,CAPITULATION,25.89,57.68,139.742,221.18,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.007848865142252753, 'b_upper': 0.9373462261138971, 'b_trigger_l': 0.1948879694381046, 'b_trigger_s': 0.8449935689012648, 'vol_mult': 2.8175716775927033, 'atr_mult': 2.9209278089590636, 'sl_atr': 1.4, 'tp_atr': 4.1, 'max_bars_hold': 91}"
331,CAPITULATION,32.72,67.21,5.008,107.889,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.003623131547068665, 'b_upper': 0.9437378156471956, 'b_trigger_l': 0.18613446056786742, 'b_trigger_s': 0.8396810714336825, 'vol_mult': 2.749517169061178, 'atr_mult': 2.9985884646744254, 'sl_atr': 2.1, 'tp_atr': 4.4, 'max_bars_hold': 41}"
332,CAPITULATION,25.49,64.06,110.246,191.122,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.005504430573554851, 'b_upper': 0.9178808780926725, 'b_trigger_l': 0.19200982065409997, 'b_trigger_s': 0.8321609647688462, 'vol_mult': 2.6745232165995425, 'atr_mult': 2.944102097741528, 'sl_atr': 5.2, 'tp_atr': 3.4, 'max_bars_hold': 30}"
333,CAPITULATION,25.73,67.5,121.559,203.499,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0022720064956936823, 'b_upper': 0.9107225045256411, 'b_trigger_l': 0.18914274091270036, 'b_trigger_s': 0.8362436964195995, 'vol_mult': 2.7926072374543853, 'atr_mult': 2.8844572973013642, 'sl_atr': 5.0, 'tp_atr': 3.7, 'max_bars_hold': 98}"
334,CAPITULATION,26.12,71.18,129.77,213.248,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.009974786270820924, 'b_upper': 0.9156832509997744, 'b_trigger_l': 0.19775386553212954, 'b_trigger_s': 0.8472927327622428, 'vol_mult': 2.718185103241068, 'atr_mult': 2.9637519808076616, 'sl_atr': 3.2, 'tp_atr': 3.9, 'max_bars_hold': 95}"
335,CAPITULATION,3.78,39.63,142.166,155.469,"{'strategy_type': 'CAPITULATION', 'b_lower': 6.172899460998946e-05, 'b_upper': 0.9138422143892875, 'b_trigger_l': 0.18261556296767623, 'b_trigger_s': 0.8521069690431778, 'vol_mult': 2.304746375380133, 'atr_mult': 2.9279567461359535, 'sl_atr': 0.9, 'tp_atr': 4.1, 'max_bars_hold': 93}"
336,CAPITULATION,35.46,70.95,3.46,114.935,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0038737258007216007, 'b_upper': 0.9075577318033271, 'b_trigger_l': 0.19354353317492673, 'b_trigger_s': 0.8394844705599502, 'vol_mult': 2.7637381300878108, 'atr_mult': 2.999196857713189, 'sl_atr': 4.4, 'tp_atr': 4.7, 'max_bars_hold': 96}"
337,CAPITULATION,26.1,72.29,147.157,230.686,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00726442432819338, 'b_upper': 0.9204348035224302, 'b_trigger_l': 0.18789603142259434, 'b_trigger_s': 0.843467821413835, 'vol_mult': 2.6339958807954864, 'atr_mult': 2.9571521564674845, 'sl_atr': 5.3, 'tp_atr': 4.4, 'max_bars_hold': 91}"
